datetime,text,cleaned_text,sentiment,sentiment_value
2021-02-02 17:26:00+00:00,RTE Forum slams slashing of education budget 2021 https://www.educationworld.in/rte-forum-slams-slashing-of-education-budget-2021/ @RTEForum_India @EWPortal @UNICEFIndia @OxfamIndia @RTEInitiative #Budget2021 #SpendOnEd #FightInequality,rte forum slams slashing education budget,Negative,-0.2732
2021-02-02 17:39:00+00:00,"#Budget2021 The budget almost ignored the Tourism industry, yet this budget will make the biggest difference to India since 1991. I hope from herein the country focuses on growth & not populism. Well done @nsitharaman !",budget almost ignored tourism industry yet budget make biggest difference india since hope herein country focuses growth populism well done,Positive,0.6801
2021-02-02 18:01:00+00:00,Is no mention of #cryptocurrencies in #india Annual Budget 2021 :,mention annual budget,Neutral,0.0
2021-02-02 19:23:00+00:00,Sources: Govt has agreed to extend the discussion timing for reply to Motion of Thanks on Prez address.This after opposition requested RS Chairman so they can get adequate time to speak on all issues including Farmers agitation..timing likely revised from 10to15hrs #BudgetSession,sources govt agreed extend discussion timing reply motion thanks prez addressthis opposition requested rs chairman get adequate time speak issues including farmers agitationtiming likely revised tohrs,Positive,0.765
2021-02-02 21:05:00+00:00,Confused about #Budget ?? Here's the total Summary of the #Budget2021 in @IndianExpress . #BudgetSession2021 #India #BudgetofHope https://www.indianexpress.com/article/business/budget-2021-live-updates-nirmala-sitharaman-income-tax-healthcare-economy-gdp-coronavirus-atmanirbhar-bharat-7168814/lite/,confused heres total summary,Negative,-0.3182
2021-02-03 01:14:00+00:00,"An interesting chart details the Great Indian Loot going on through fuel price increases. Govt had raised ExciseDuty almost 11 times, and now, AIDC too! If Govt imposed the tax rate of 2014, or included Petroleum products in GST, look at what people would  have to pay for petrol!",interesting chart details great indian loot going fuel price increases govt raised exciseduty almost times aidc govt imposed tax rate included petroleum products gst look people would pay petrol,Positive,0.7269
2021-02-03 01:57:00+00:00,True path breaking budget would be one where @FinMinIndia proposes tax for agri income.. otherwise stop all other activities..let's have only agriculture... farmers have money to organise protests and damage property but not to pay taxes,true path breaking budget would one proposes tax agri income otherwise stop activitieslets agriculture farmers money organise protests damage property pay taxes,Negative,-0.5994
2021-02-03 01:57:00+00:00,"Assam and Kerala have same population. But, total GST collection in financial year for Assam was half of Kerala. If Assam needs to develop it should ramp up tax collection aggressively. Typical socialist mindset does not help. 🙂",assam kerala population total gst collection financial year assam half kerala assam needs develop ramp tax collection aggressively typical socialist mindset help 🙂,Positive,0.4779
2021-02-03 02:52:00+00:00,Jai Sitha Raman. Why Finance Minister's Third Budget Is Perhaps The Modi Government's Best Yet https://swarajyamag.com/economy/jai-sitha-raman-why-finance-ministers-third-budget-is-perhaps-the-modi-governments-best-yet  via NaMo App,jai sitha raman finance ministers third budget perhaps modi governments best yet via namo app,Positive,0.6369
2021-02-03 03:00:00+00:00,Petrol/Diesel prices are elevated to cater the economical losses Government has faced during pandemic. Instead they should regulate the non tax payers and make them pay the income taxes. Farmers are already struggling. Higher petroleum prices will be dire for farmer's economics.,petroldiesel prices elevated cater economical losses government faced pandemic instead regulate non tax payers make pay income taxes farmers already struggling higher petroleum prices dire farmers economics,Negative,-0.836
2021-02-03 03:20:00+00:00,Bring amnesty scheme in gst so that gst 3b and gst 4 will be updated,bring amnesty scheme gst gst b gst updated,Neutral,0.0
2021-02-03 03:42:00+00:00,"@ShashiTharoor Sir, Trivandrum has been completely neglected in this Union budget - failed to see you raising any concern on the same! Looks like no one really care for Trivandrum! Such a sad state ! @WeAreTrivandrum @Oommen_Chandy",sir trivandrum completely neglected union budget failed see raising concern looks like one really care trivandrum sad state,Negative,-0.6557
2021-02-03 04:00:00+00:00,"All is well,nobody is in the well😃😃😃😃😃 #BudgetSession",wellnobody well😃😃😃😃😃,Positive,0.9118
2021-02-03 04:06:00+00:00,Breaking: @VPSecretariat imposes Rule 255 and suspends 3 @AamAadmiParty MPs including @SanjayAzadSln for the rest of the day..This for not observing order in the House #BudgetSession,breaking imposes rule suspends mps including rest daythis observing order house,Negative,-0.1027
2021-02-03 04:10:00+00:00,INCOME TAX PAYERS' POSITION AFTER EVERY UNION BUDGET,income tax payers position every union budget,Neutral,0.0
2021-02-03 04:26:00+00:00,Even UN appreciated the way India tackled #COVID19 crisis and helped our neighbours under PM @narendramodi leadership: @BKalitaAssam #BudgetSession,even un appreciated way india tackled crisis helped neighbours pm leadership,Negative,-0.2023
2021-02-03 04:36:00+00:00,Govt ready to discuss all issues...appeal to all my friends dont allow another Shaheen Bagh to return: @BKalitaAssam #BudgetSession,govt ready discuss issuesappeal friends dont allow another shaheen bagh return,Positive,0.6038
2021-02-03 04:37:00+00:00,Bjp led alliance will win 2021 Assembly polls in Assam: @BKalitaAssam #BudgetSession #BattleForAssam,bjp led alliance win assembly polls assam,Positive,0.5859
2021-02-03 04:46:00+00:00,.@VPSecretariat urged the members not to record the proceedings of the House by using mobile phones in the Chamber of Rajya Sabha. @MVenkaiahNaidu stressed that such recording and its circulation amounts to breach of privilege and contempt of the House.  #BudgetSession,urged members record proceedings house using mobile phones chamber rajya sabha stressed recording circulation amounts breach privilege contempt house,Negative,-0.5719
2021-02-03 04:46:00+00:00,"One more thing, I would like the GOI @PMOIndia @nsitharamanoffc @nsitharaman to do is to recognise gośalas as a cottage industry so that they can get bank loans/state subsidies for meeting their expenses as a business unit providing employment to many a people and protecting cows",one thing would like goi recognise gośalas cottage industry get bank loansstate subsidies meeting expenses business unit providing employment many people protecting cows,Positive,0.3612
2021-02-03 04:48:00+00:00,Finance Minister presented the union budget fy 2021-22 today. Get all the highlights and glimpse of all of it here in 120 seconds.  #budget2021 #dealmoneysecurities #nirmalasitharaman #health #infrastructure #technology #insurance #industry #aatmanirbharbharat,finance minister presented union budget fy today get highlights glimpse seconds,Neutral,0.0
2021-02-03 04:49:00+00:00,"PM @narendramodi has visited Assam more than any PM ever has, at a record 40 times: @BKalitaAssam #BudgetSession",pm visited assam pm ever record times,Neutral,0.0
2021-02-03 04:56:00+00:00,"One thing I want to know for farmers loan waiver, free electricity, free water, MSP, dry fruit halwa, expensive iphones. Middle-class man no loan waiver, high electricity bill, Income tax. Great irony to be middle class man",one thing want know farmers loan waiver free electricity free water msp dry fruit halwa expensive iphones middleclass man loan waiver high electricity bill income tax great irony middle class man,Positive,0.8957
2021-02-03 05:20:00+00:00,@mprajaanaik @NayakMla @rajugoudaNS @narendramodi @PMOIndia #AIIMSforRaichur Raichur Karnataka India identified as most backward region by Central Government of India still it is been neglected #Budget2021 #AatmanirbharBharatKaBudget #BudgetSession,raichur karnataka india identified backward region central government india still neglected,Negative,-0.5267
2021-02-03 05:39:00+00:00,Farmers are most powerful force in this nation...Nobody has progressed ever by fighting our farmers: @ghulamnazad #BudgetSession,farmers powerful force nationnobody progressed ever fighting farmers,Positive,0.0772
2021-02-03 05:41:00+00:00,@GretaThunberg @rihanna clearly have no understanding of farm issues in India. Everyone's heart goes out on hearing the word farmers. All farmers are not equal. Rich farmers devour most of the subsidies & they are the one protesting.  #FarmBills2020 #Farmers #FarmersProtest,clearly understanding farm issues india everyones heart goes hearing word farmers farmers equal rich farmers devour subsidies one protesting,Positive,0.8271
2021-02-03 05:41:00+00:00,We are nothing without these 2  --- Jawan and Kisan: @ghulamnazad #BudgetSession,nothing without jawan kisan,Neutral,0.0
2021-02-03 05:48:00+00:00,"Union Budget 2021: S&P gives a thumbs up, Nomura calls it a positive https://www.business-standard.com/budget/article/union-budget-2021-s-p-gives-a-thumbs-up-nomura-calls-it-a-positive-121020300028_1.html via NaMo App",union budget sp gives thumbs nomura calls positive via namo app,Positive,0.5574
2021-02-03 05:50:00+00:00,Union Budget 2021: Healthcare industry hails increased budget allocation https://health.economictimes.indiatimes.com/news/industry/union-budget-2021-healthcare-industry-hails-increased-budget-allocation/80651528 via NaMo App,union budget healthcare industry hails increased budget allocation via namo app,Positive,0.2732
2021-02-03 05:51:00+00:00,ICSI welcomes union budget for 2021 https://www.outlookindia.com/newsscroll/icsi-welcomes-union-budget-for-2021/2022080 via NaMo App,icsi welcomes union budget via namo app,Positive,0.4019
2021-02-03 05:54:00+00:00,PM @narendramodi in Rajya Sabha while @ghulamnazad speaking on Motion of Thanks #BudgetSession,pm rajya sabha speaking motion thanks,Positive,0.4404
2021-02-03 05:58:00+00:00,"How can someone who has been our external affairs be called a ""deshdrohi"" if @ShashiTharoor is a traitor, then all of us are traitors: @ghulamnazad #BudgetSession",someone external affairs called deshdrohi traitor us traitors,Neutral,0.0
2021-02-03 06:09:00+00:00,"@RahulGandhi  As a responsible opposition party, I request you to move the proposal in current budget session, for a reconsideration and debate on 3 Farm Acts passed by Parliament in September 20, to end this stalemate between farmers and Govt during the hanging risk of Pandamic",responsible opposition party request move proposal current budget session reconsideration debate farm acts passed parliament september end stalemate farmers govt hanging risk pandamic,Positive,0.4404
